bcr_patient_uuid	bcr_sample_barcode	bcr_analyte_barcode	bcr_analyte_uuid	a260_a280_ratio	analyte_type	analyte_type_id	concentration	gel_image_file	is_derived_from_ffpe	normal_tumor_genotype_match	pcr_amplification_successful	ratio_28s_18s	rinvalue	spectrophotometer_method	subportion_sequence	well_number
									CDE_ID:4170571							
d26f3a6b-72f4-4e48-815e-57b8b211112d	TCGA-B0-5698-01A	TCGA-B0-5698-01A-11D	5b74f08d-41e8-4042-b830-a48d146ae25e	1.90	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	1	[Not Available]
d26f3a6b-72f4-4e48-815e-57b8b211112d	TCGA-B0-5698-01A	TCGA-B0-5698-01A-11R	dc28d7ba-75be-4eb2-912a-04f495f75d36	1.70	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.66	9.30	UV Spec	1	[Not Available]
d26f3a6b-72f4-4e48-815e-57b8b211112d	TCGA-B0-5698-01A	TCGA-B0-5698-01A-11W	d3f619ea-fbd0-41e7-b048-8acfe5b92152	[Not Available]	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	1	[Not Available]
d26f3a6b-72f4-4e48-815e-57b8b211112d	TCGA-B0-5698-10A	TCGA-B0-5698-10A-01D	61aa3fa2-1a2e-4204-897a-8f96c0bb78cf	1.90	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
d26f3a6b-72f4-4e48-815e-57b8b211112d	TCGA-B0-5698-10A	TCGA-B0-5698-10A-01W	e0b2b977-2f0e-4ee4-a818-06dd5d368b44	[Not Available]	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
bb4a6123-5851-4e49-b859-606ffd2a4d11	TCGA-B0-5710-01A	TCGA-B0-5710-01A-11D	bc44728b-4e01-4cdf-a303-2711f2380fc0	1.90	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	1	[Not Available]
bb4a6123-5851-4e49-b859-606ffd2a4d11	TCGA-B0-5710-01A	TCGA-B0-5710-01A-11R	ad971731-73bd-40a2-a9d1-dfe2e2cf5b66	1.70	RNA	R	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.52	8.90	UV Spec	1	[Not Available]
bb4a6123-5851-4e49-b859-606ffd2a4d11	TCGA-B0-5710-01A	TCGA-B0-5710-01A-11W	5dfdab65-3034-43f5-a47d-a8918c62472b	[Not Available]	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	1	[Not Available]
bb4a6123-5851-4e49-b859-606ffd2a4d11	TCGA-B0-5710-11A	TCGA-B0-5710-11A-01D	fe868fa8-4415-455b-aa5c-30e9c51f9569	1.90	DNA	D	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
